Master Key,UPC,EPC Value:,Style,Color,Size,Make,Found EPCs,Missing EPCs,Product Description
9000000000664    ,811317001228    ,30343184D4001EAD07A559BC,W DressTop,yellow ,XL,Emma James,,,
9000000000665    ,811316970570    ,30343184D05EC86D07A52DDC,Dress,Black, 5/6,B.Darlin,,,
9000000000666    ,811316970570    ,30343184D05EC86D07A52DCC,Dress,Black,10P,I.N. Studio,,,
9000000000667    ,811316970570    ,30343184D05EC86D07A52DBC,Dress,Black,10,Ralph Lauren,,,
9000000000668    ,811316970570    ,30343184D05EC86D07A52DAC,Dress,Silver,8,JS Collection,,,
9000000000669    ,811316970570    ,30343184D05EC86D07A52D9C,Dress,Black Sparkle,Large,I.N.  San Fran,,,
9000000000670    ,811316970570    ,30343184D05EC86D07A52D8C,Dress,Black,Large,Eileen Fisher,,,
9000000000671    ,811316970570    ,30343184D05EC86D07A52D7C,Dress,Black ,10,Donna Morgan,,,
9000000000672    ,811316970570    ,30343184D05EC86D07A52D5C,Dress,Black/Silver,Medium,I.N. San Fran,,,
9000000000673    ,811316970570    ,30343184D05EC86D07A52D6C,Dress,Black/Diamond,Large,B.Darlin,,,
9000000000674    ,811316970570    ,30343184D05EC86D07A52D4C,Dress,Black,20W,ONYX nite,,,
9000000000675    ,811316970570    ,30343184D05EC86D07A52D3C,Dress,Black/Red Lace,Medium,B.Darlin,,,
9000000000676    ,811316970570    ,30343184D05EC86D07A52D2C,Dress,Red,Large,I.N. San Fran,,,
9000000000677    ,811316970570    ,30343184D05EC86D07A52D1C,Dress,Silver Lace,Medium,Speechless,,,
9000000000678    ,811316970570    ,30343184D05EC86D07A513FC,Dress,Black Apples,Medium,Apple Bottoms,,,
9000000000679    ,811316970570    ,30343184D05EC86D07A513EC,Dress,Black/Taupe,13,I.N. San Fran,,,
9000000000680    ,811316970570    ,30343184D05EC86D07A52D0C,Dress,Red,10,Jones New York,,,
9000000000681    ,811316970570    ,30343184D05EC86D07A513DC,Dress,Gold/Black Lace,Medium,B.Darlin,,,
9000000000682    ,811316970570    ,30343184D05EC86D07A513CC,Dress,Gold Sparkle,P,Betsey Johnson,,,
9000000000683    ,811316970570    ,30343184D05EC86D07A513BC,Dress,Cress, 3/4,B.Darlin,,,
9000000000684    ,811316970570    ,30343184D05EC86D07A513AC,Dress,Cress,Medium,Jody Kristopher,,,
9000000000692    ,35000741196    ,30340222E04861C000000032,Overshirt,Green,Medium,Copper Key,,,
9000000000693    ,35000741196    ,30340222E04861C000000031,Overshirt,Green,Medium,Copper Key,,,
9000000000694    ,35000741196    ,30340222E04861C000000030,Overshirt,Green,Medium,Copper Key,,,
9000000000695    ,35000741196    ,30340222E04861C000000029,Overshirt,Green,Medium,Copper Key,,,
9000000000696    ,35000741196    ,30340222E04861C000000028,Overshirt,Green,Medium,Copper Key,,,
9000000000697    ,46500047053    ,303402D69004984000000031,Collared,Blue/Stripe,XL,Aigle,,,
9000000000698    ,46500047053    ,303402D69004984000000030,Collared,Blue/Stripe,XL,Aigle,,,
9000000000699    ,46500047053    ,303402D69004984000000029,Collared,Blue/Stripe,XL,Aigle,,,
9000000000700    ,46500047053    ,303402D69004984000000028,Collared,Blue/Stripe,XL,Aigle,,,
9000000000701    ,46500047053    ,303402D69004984000000066,Collared,Black/Stripe,Medium,Daniel Cremieux,,,
9000000000702    ,46500047053    ,303402D69004984000000069,Collared,Black/Stripe,Medium,Daniel Cremieux,,,
9000000000703    ,46500047053    ,303402D69004984000000067,Collared,Black/Stripe,Medium,Daniel Cremieux,,,
9000000000704    ,46500047053    ,303402D69004984000000068,Collared,Black/Stripe,Medium,Daniel Cremieux,,,
9000000000705    ,46500047053    ,303402D69004984000000070,Collared,Black/Stripe,Medium,Daniel Cremieux,,,
9000000000706    ,46500047053    ,303402D69004984000000071,Collared,Black/Stripe,Medium,Daniel Cremieux,,,
9000000000707    ,760609145044    ,302046D655CD200000000013,Collared,White/Stripe,Medium,Wrangler,,,
9000000000708    ,760609145044    ,302046D655CD200000000012,Collared,White/Stripe,Medium,,,,
9000000000709    ,614141008131    ,3034257BF400CB4000000134,Tshirt,Green,XL,American Apparel,,,
9000000000710    ,614141008131    ,3034257BF400CB40000000F6,Tshirt,Green,XL,American Apparel,,,
9000000000711    ,614141008131    ,3034257BF400CB40000000F5,Tshirt,Green,XL,American Apparel,,,
9000000000712    ,614141008131    ,3034257BF400CB40000000F9,Tshirt,Green,XL,American Apparel,,,
9000000000713    ,614141008131    ,3034257BF400CB2D07A5FBEC,Tshirt,Green,XL,American Apparel,,,
9000000000714    ,614141008131    ,3034257BF400CB000000009D,Tshirt,Green,XL,American Apparel,,,
9000000000715    ,614141008131    ,3034257BF400CB00000000A0,Tshirt,Green,XL,American Apparel,,,
9000000000716    ,614141008131    ,3034257BF400CB000000009F,Tshirt,Green,XL,American Apparel,,,
9000000000717    ,614141008131    ,3034257BF400CB00000000A1,Tshirt,Green,XL,American Apparel,,,
9000000000718    ,614141008131    ,3034257BF400CB2D07A5FBFC,Tshirt,Green,XL,American Apparel,,,
9000000000719    ,614141008131    ,3034257BF400CB40000000FA,Tshirt,Green,XL,American Apparel,,,
9000000000720    ,614141008131    ,3034257BF400CB40000000F4,Tshirt,Green,XL,American Apparel,,,
9000000000721    ,614141008131    ,3034257BF400CB4000000135,Tshirt,Green,XL,American Apparel,,,
9000000000722    ,614141008131    ,3034257BF400CB40000000F7,Tshirt,Green,XL,American Apparel,,,
9000000000723    ,614141008131    ,3034257BF400CB40000000F3,Tshirt,Green,XL,American Apparel,,,
9000000000724    ,614141008131    ,3034257BF400CB40000000F8,Tshirt,Green,XL,American Apparel,,,
9000000000725    ,614141008131    ,3034257BF400CB800000014C,Tshirt,Green,XL,American Apparel,,,
9000000000726    ,614141008131    ,3034257BF400CB800000014F,Tshirt,Green,XL,American Apparel,,,
9000000000727    ,614141008131    ,3034257BF400CB800000014E,Tshirt,Green,XL,American Apparel,,,
9000000000728    ,614141008131    ,3034257BF400CB800000014D,Tshirt,Green,XL,American Apparel,,,
9000000000729    ,614141008131    ,3034257BF400CB800000014B,Tshirt,Green,XL,American Apparel,,,
9000000000730    ,614141008131    ,3034257BF400CC00000001B2,Tshirt,Orange,Medium,American Apparel,,,
9000000000731    ,614141008131    ,3034257BF400CC00000001B4,Tshirt,Orange,Medium,American Apparel,,,
9000000000732    ,614141008131    ,3034257BF400CC00000001B5,Tshirt,Orange,Medium,American Apparel,,,
9000000000733    ,614141008131    ,3034257BF400CC2D07A6151C,Tshirt,Orange,Medium,American Apparel,,,
9000000000734    ,614141008131    ,3034257BF400CC00000001AC,Tshirt,Orange,Medium,American Apparel,,,
9000000000735    ,614141008131    ,3034257BF400CC4000000222,Tshirt,Orange,Medium,American Apparel,,,
9000000000736    ,614141008131    ,3034257BF400CC400000021A,Tshirt,Orange,Medium,American Apparel,,,
9000000000737    ,614141008131    ,3034257BF400CC400000021F,Tshirt,Orange,Medium,American Apparel,,,
9000000000738    ,614141008131    ,3034257BF400CC4000000218,Tshirt,Orange,Medium,American Apparel,,,
9000000000739    ,614141008131    ,3034257BF400CC400000021E,Tshirt,Orange,Medium,American Apparel,,,
9000000000740    ,614141008131    ,3034257BF400CC00000001B1,Tshirt,Orange,Medium,American Apparel,,,
9000000000741    ,606449035926    ,30342503C40382000000001B,Long Sleeve,Blue,XL,Dorthee Bis,,,
9000000000742    ,606449035926    ,30342503C40382000000000B,Long Sleeve,Blue,XL,Dorthee Bis,,,
9000000000743    ,606449035926    ,30342503C40382000000000D,Long Sleeve,Blue,XL,Dorthee Bis,,,
9000000000745    ,101023599639    ,3034062A7C3A8EED07A6154C,Dress,Black,,,,,
9000000000746    ,101023599639    ,3034062A7C3A8EED07A6153C,Dress,Purple,,,,,
9000000000773    ,25500003658    ,3034018E70005B6D07A5D1DD,W Tank,Brown,,,,,
9000000000775    ,811317392838    ,30343184D4265CED07A5D18D,W Knittop,Tan,,,,,
9000000000001    ,755107501324    ,30342E168C30F528DCCEF339,Jeans,Khaki,32 x 30,Lee,,,
9000000000002    ,755107501324    ,30342E168C30F528DCC753C9,Jeans,Khaki,32 x 30,Lee,,,
9000000000003    ,755107501324    ,30342E168C30F528DCDB83AA,Jeans,Khaki,32 x 30,Lee,,,
9000000000004    ,755107501324    ,30342E168C30F528DCDB831A,Jeans,Khaki,32 x 30,Lee,,,
9000000000005    ,755107501324    ,30342E168C30F528DCDC9359,Jeans,Khaki,32 x 30,Lee,,,
9000000000006    ,755107501324    ,30342E168C30F528DCC4A329,Jeans,Khaki,32 x 30,Lee,,,
9000000000007    ,755107501324    ,30342E168C30F528DCDA5349,Jeans,Khaki,32 x 30,Lee,,,
9000000000008    ,755107501324    ,30342E168C30F528DCD7E349,Jeans,Khaki,32 x 30,Lee,,,
9000000000009    ,755107501324    ,30342E168C30F528DCDB83E9,Jeans,Khaki,32 x 30,Lee,,,
9000000000010    ,755107501324    ,30342E168C30F528DCDB83BA,Jeans,Khaki,32 x 30,Lee,,,
9000000000011    ,755107501324    ,30342E168C30F528DCD9230A,Jeans,Khaki,32 x 30,Lee,,,
9000000000012    ,755107501324    ,30342E168C30F528DCC36339,Jeans,Khaki,32 x 30,Lee,,,
9000000000013    ,755107501324    ,30342E168C30F528DCDB8359,Jeans,Khaki,32 x 30,Lee,,,
9000000000014    ,755107501324    ,30342E168C30F528DCDC93AA,Jeans,Khaki,32 x 30,Lee,,,
9000000000015    ,755107501324    ,30342E168C30F528DCDC93F9,Jeans,Khaki,32 x 30,Lee,,,
9000000000016    ,755107501324    ,30342E168C30F528DCD523E9,Jeans,Khaki,32 x 30,Lee,,,
9000000000017    ,755107501324    ,30342E168C30F528DCCA4329,Jeans,Khaki,32 x 30,Lee,,,
9000000000018    ,755107501324    ,30342E168C30F528DCC8C3C9,Jeans,Khaki,32 x 30,Lee,,,
9000000000019    ,755107501324    ,30342E168C30F528DCD923BA,Jeans,Khaki,32 x 30,Lee,,,
9000000000020    ,755107501324    ,30342E168C30F528DCDA530A,Jeans,Khaki,32 x 30,Lee,,,
9000000000021    ,755107501324    ,30342E168C30F528DCC4A339,Jeans,Khaki,32 x 30,Lee,,,
9000000000022    ,755107501324    ,30342E168C30F528DCDC9349,Jeans,Khaki,32 x 30,Lee,,,
9000000000023    ,755107501324    ,30342E168C30F528DCDB8349,Jeans,Khaki,32 x 30,Lee,,,
9000000000024    ,755107501324    ,30342E168C30F528DCC8C3D9,Jeans,Khaki,32 x 30,Lee,,,
9000000000025    ,755107501324    ,30342E168C30F528DCD923AA,Jeans,Khaki,32 x 30,Lee,,,
9000000000026    ,755107501324    ,30342E168C30F528DCD7E31A,Jeans, Khaki,32 x 30,Lee,,,
9000000000027    ,755107501324    ,30342E168C30F528DCD52339,Jeans,Khaki,32 x 30,Lee,,,
9000000000028    ,755107501324    ,30342E168C30F528DCDA53BA,Jeans,Khaki,32 x 30,Lee,,,
9000000000029    ,755107501324    ,30342E168C30F528DCD6A349,Jeans,Khaki,32 x 30,Lee,,,
9000000000030    ,755107501324    ,30342E168C30F528DCDC93E9,Jeans,Khaki,32 x 30,Lee,,,
9000000000031    ,755107501324    ,30342E168C30F528DCDB830A,Jeans,Khaki,32 x 30,Lee,,,
9000000000032    ,755107501324    ,30342E168C30F528DCD7E30A,Jeans,Khaki,32 x 30,Lee,,,
9000000000033    ,755107501324    ,30342E168C30F528DCC243C9,Jeans,Khaki,32 x 30,Lee,,,
9000000000034    ,755107501324    ,30342E168C30F528DCC4A3C9,Jeans,Khaki,32 x 30,Lee,,,
9000000000035    ,755107501324    ,30342E168C30F528DCCD6329,Jeans,Khaki,32 x 30,Lee,,,
9000000000036    ,755107501324    ,30342E168C30F528DCC5E329,Jeans,Khaki,32 x 30,Lee,,,
9000000000037    ,755107501324    ,30342E168C30F528DCDC931A,Jeans,Khaki,32 x 30,Lee,,,
9000000000038    ,755107501324    ,30342E168C30F528DCD6A31A,Jeans,Khaki,32 x 30,Lee,,,
9000000000039    ,755107501324    ,30342E168C30F528DCDA53AA,Jeans,Khaki,32 x 30,Lee,,,
9000000000040    ,755107501324    ,30342E168C30F528DCDB83F9,Jeans,Khaki,32 x 30,Lee,,,
9000000000041    ,755107501324    ,30342E168C30F528DCD6A3E9,Jeans,Khaki,32 x 30,Lee,,,
9000000000042    ,755107501324    ,30342E168C30F528DCCD63C9,Jeans,Khaki,32 x 30,Lee,,,
9000000000043    ,755107501324    ,30342E168C30F528DCD7E3AA,Jeans,Khaki,32 x 30,Lee,,,
9000000000044    ,755107501324    ,30342E168C30F7E8213E0EF3,Jeans,Khaki,32 x 30,Lee,,,
9000000000045    ,755107501324    ,30342E168C30F528DCD7E3BA,Jeans,Khaki,32 x 30,Lee,,,
9000000000046    ,755107501324    ,30342E168C30F528DCD083C9,Jeans,Khaki,32 x 30,Lee,,,
9000000000047    ,755107501324    ,30342E168C30F528DCC5E3C9,Jeans,Khaki,32 x 30,Lee,,,
9000000000048    ,755107501324    ,30342E168C30F528DCC24339,Jeans,Khaki,32 x 30,Lee,,,
9000000000049    ,755107501324    ,30342E168C30F528DCD21329,Jeans,Khaki,32 x 30,Lee,,,
9000000000050    ,755107501324    ,30342E168C30F528DCDA53F9,Jeans,Khaki,32 x 30,Lee,,,
9000000000051    ,755107501324    ,30342E168C30F7E8213B4ED4,Jeans,Khaki,32 x 30,Lee,,,
9000000000052    ,755107501324    ,30342E168C30F528DCDA53E9,Jeans,Khaki,32 x 30,Lee,,,
9000000000053    ,755107501324    ,30342E168C30F528DCC243D9,Jeans,Khaki,32 x 30,Lee,,,
9000000000054    ,755107501324    ,30342E168C30F528DCC36329,Jeans,Khaki,32 x 30,Lee,,,
9000000000055    ,755107501324    ,30342E168C30F528DCC5E3D9,Jeans,Khaki,32 x 30,Lee,,,
9000000000056    ,755107501324    ,30342E168C30F528DCC363C9,Jeans,Khaki,32 x 30,Lee,,,
9000000000057    ,755107501324    ,30342E168C30F528DCC4A3D9,Jeans,Khaki,32 x 30,Lee,,,
9000000000058    ,755107501324    ,30342E168C30F528DCD213C9,Jeans,Khaki,32 x 30,Lee,,,
9000000000059    ,755107501324    ,30342E168C30F528DCC24329,Jeans,Khaki,32 x 30,Lee,,,
9000000000060    ,755107501324    ,30342E168C30F528DCD6A339,Jeans,Khaki,32 x 30,Lee,,,
9000000000061    ,755107501324    ,30342E168C30F528DCD923E9,Jeans,Khaki,32 x 30,Lee,,,
9000000000062    ,755107501324    ,30342E168C30F528DCCA43D9,Jeans,Khaki,32 x 30,Lee,,,
9000000000063    ,755107501324    ,30342E168C30F528DCD6A3D9,Jeans,Khaki,32 x 30,Lee,,,
9000000000064    ,755107501324    ,30342E168C30F528DCC8C329,Jeans,Khaki,32 x 30,Lee,,,
9000000000065    ,755107501324    ,30342E168C30F528DCD3A329,Jeans,Khaki,32 x 30,Lee,,,
9000000000066    ,755107501324    ,30342E168C30F528DCD7E339,Jeans,Khaki,32 x 30,Lee,,,
9000000000067    ,755107501324    ,30342E168C30F528DCD523BA,Jeans,Khaki,32 x 30,Lee,,,
9000000000068    ,755107501324    ,30342E168C30F528DCD92339,Jeans,Khaki,32 x 30,Lee,,,
9000000000069    ,755107501324    ,30342E168C30F528DCC5E339,Jeans,Khaki,32 x 30,Lee,,,
9000000000070    ,755107501324    ,30342E168C30F528DCD6A3BA,Jeans,Khaki,32 x 30,Lee,,,
9000000000071    ,755107501324    ,30342E168C30F528DCD3A3FA,Jeans,Khaki,32 x 30,Lee,,,
9000000000072    ,755107501324    ,30342E168C30F528DCD5230A,Jeans,Khaki,32 x 30,Lee,,,
9000000000073    ,755107501324    ,30342E168C30F528DCCBD3C9,Jeans,Khaki,32 x 30,Lee,,,
9000000000074    ,755107501324    ,30342E168C30F528DCD3A339,Jeans,Khaki,32 x 30,Lee,,,
9000000000075    ,755107501324    ,30342E168C30F528DCC363D9,Jeans,Khaki,32 x 30,Lee,,,
9000000000076    ,755107501324    ,30342E168C30F528DCDA5359,Jeans,Khaki,32 x 30,Lee,,,
9000000000077    ,755107501324    ,30342E168C30F528DCCBD3D9,Jeans,Khaki,32 x 30,Lee,,,
9000000000078    ,755107501324    ,30342E168C30F528DCCEF329,Jeans,Khaki,32 x 30,Lee,,,
9000000000079    ,755107501324    ,30342E168C30F528DCD92349,Jeans,Khaki,32 x 30,Lee,,,
9000000000080    ,755107501324    ,30342E168C30F528DCCD6339,Jeans,Khaki,32 x 30,Lee,,,
9000000000081    ,755107501324    ,30342E168C30F528DCD3A3AA,Jeans,Khaki,32 x 30,Lee,,,
9000000000082    ,755107501430    ,30342E168C30F7E8213E7E93,Jeans,Khaki,34 x 32,Lee,,,
9000000000083    ,755107501430    ,30342E168C30F7E8213E7E43,Jeans,Khaki,34 x 32,Lee,,,
9000000000084    ,755107501430    ,30342E168C30F7E8213B9E04,Jeans,Khaki,34 x 32,Lee,,,
9000000000085    ,755107501430    ,30342E168C30F7E8213E0EE3,Jeans,Khaki,34 x 32,Lee,,,
9000000000086    ,755107501430    ,30342E168C30F7E8213E7E73,Jeans,Khaki,34 x 32,Lee,,,
9000000000087    ,755107501430    ,30342E168C30F7E821410E03,Jeans,Khaki,34 x 32,Lee,,,
9000000000088    ,755107501430    ,30342E168C30F7E8213E0ED3,Jeans,Khaki,34 x 32,Lee,,,
9000000000089    ,755107501430    ,30342E168C30F7E8213B9EF3,Jeans,Khaki,34 x 32,Lee,,,
9000000000090    ,755107501430    ,30342E168C30F7E8213B4EE3,Jeans,Khaki,34 x 32,Lee,,,
9000000000091    ,755107501430    ,30342E168C30F7E8213B9EC4,Jeans,Khaki,34 x 32,Lee,,,
9000000000092    ,755107501430    ,30342E168C30F7E8213E0EB4,Jeans,Khaki,34 x 32,Lee,,,
9000000000093    ,755107501430    ,30342E168C30F7E8213E0ED4,Jeans,Khaki,34 x 32,Lee,,,
9000000000094    ,755107501430    ,30342E168C30F7E8213E0E13,Jeans,Khaki,34 x 32,Lee,,,
