Master Key,UPC,EPC Value:,Style,Color,Size,Make,Found EPCs,Missing EPCs,Product Description
9E+12,14141008179,3034257BF400CC400000021C,TShirt,Orange,Large,American Apparel,3034276DDC3623AD07A6157D,3034257BF400CC400000021C,
9E+12,14141008179,3034257BF400CC4000000219,TShirt,Orange,Large,American Apparel,3034031DFC532DC000000003,3034257BF400CC4000000219,
9E+12,14141008179,3034257BF400CC4000000221,TShirt,Orange,Large,American Apparel,3034031DFC532DC000000018,3034257BF400CC4000000221,
9E+12,14141008179,3034257BF400CC400000021B,TShirt,Orange,Large,American Apparel,3034031DFC532DC00000002F,3034257BF400CC400000021B,
9E+12,14141008179,3034257BF400CC00000001B3,TShirt,Orange,Medium,American Apparel,3034031DFC532DC00000004C,3034257BF400CC00000001B3,
9E+12,82102143511,303402D69004984000000017,Button Down,Tan,Large,George,30340521D0556F68DCC3632B,303402D69004984000000017,
9E+12,82102143511,303402D69004984000000015,Button Down,Tan,Large,George,3034276DDC3623AD07A6393D,303402D69004984000000015,
9E+12,82102143511,303402D69004984000000014,Button Down,Tan,Large,George,30342E168C30F7E8213E0ED3,303402D69004984000000014,
9E+12,82102143511,303402D69004984000000013,Button Down,Tan,Large,George,AD237000000AD237000002F3,303402D69004984000000013,
9E+12,82102143511,303402D69004984000000012,Button Down,Tan,Large,George,3034031DFC532DC000000025,303402D69004984000000012,
9E+12,82102143511,303402D69004984000000011,Button Down,Tan,Large,George,30342E168C30F528DCD92339,303402D69004984000000011,
9E+12,82102143511,303402D69004984000000010,Button Down,Tan,Large,George,30342E168C30F7E8213B9E43,303402D69004984000000010,
9E+12,82102143511,303402D69004984000000009,Button Down,Tan,Large,George,302043D20FD94000000000F0,303402D69004984000000009,
9E+12,82102143511,303402D69004984000000008,Button Down,Tan,Large,George,3034031DFC532DC00000001C,303402D69004984000000008,
9E+12,82102143511,303402D69004984000000007,Button Down,Tan,Large,George,3034031DFC532DC000000029,303402D69004984000000007,
9E+12,82102143511,303402D69004984000000006,Button Down,Tan,Large,George,AD237000000AD237000002F4,303402D69004984000000006,
9E+12,82102143511,303402D69004984000000005,Button Down,Tan,Large,George,303402AE7C2EE340000000AD,303402D69004984000000005,
9E+12,82102143511,303402D69004984000000004,Button Down,Tan,Large,George,302021FF0A8E9400000000F0,303402D69004984000000004,
9E+12,82102143511,303402D69004984000000003,Button Down,Tan,Large,George,30342E168C30F528DCDB830A,303402D69004984000000003,
9E+12,82102143511,303402D69004984000000002,Button Down,Tan,Large,George,30340521D0556F68DCC3637B,303402D69004984000000002,
9E+12,82102143511,303402D69004984000000001,Button Down,Tan,Large,George,30340521D0557268214A9E03,303402D69004984000000001,
9E+12,14141008193,3034257BF400CCC00000025A,TShirt,Purple,Small,American Apparel,30342E168C30F528DCDA53AA,3034257BF400CCC00000025A,
9E+12,14141008193,3034257BF400CCC00000026B,TShirt,Purple,Small,American Apparel,30340521D055726821441E13,3034257BF400CCC00000026B,
9E+12,14141008193,3034257BF400CCC000000258,TShirt,Purple,Small,American Apparel,303412A9105511AD289003D3,3034257BF400CCC000000258,
9E+12,14141008193,3034257BF400CCC00000025B,TShirt,Purple,Small,American Apparel,30340521D0556F68DCC4A37B,3034257BF400CCC00000025B,
9E+12,14141008193,3034257BF400CCC000000259,TShirt,Purple,Small,American Apparel,3034031DFC532DC00000003E,3034257BF400CCC000000259,
9E+12,14141008193,3034257BF400CD4000000299,TShirt,Purple,Medium,American Apparel,30340521D0556F68DCC4A32B,3034257BF400CD4000000299,
9E+12,14141008193,3034257BF400CD40000002DF,TShirt,Purple,Medium,American Apparel,30340521D0556F68DCD2130A,3034257BF400CD40000002DF,
9E+12,14141008193,3034257BF400CD40000002CD,TShirt,Purple,Medium,American Apparel,AD237000000AD23700000303,3034257BF400CD40000002CD,
9E+12,14141008193,3034257BF400CD40000002D6,TShirt,Purple,Medium,American Apparel,30340521D0556F68DCC8C38B,3034257BF400CD40000002D6,
9E+12,14141008193,3034257BF400CD8000000329,TShirt,Purple,Medium,American Apparel,30340521D0557268214A2E03,3034257BF400CD8000000329,
9E+12,14141008193,3034257BF400CD40000002CF,TShirt,Purple,Large,American Apparel,30342E168C30F528DCC753D9,3034257BF400CD40000002CF,
9E+12,14141008193,3034257BF400CD8000000330,TShirt,Purple,Large,American Apparel,30340521D0556F68DCD083AA,3034257BF400CD8000000330,
9E+12,14141008193,3034257BF400CD8000000328,TShirt,Purple,Large,American Apparel,3034031DFC532DC00000002A,3034257BF400CD8000000328,
9E+12,14141008193,3034257BF400CD8000000326,TShirt,Purple,Large,American Apparel,30342E168C30F528DCC4A329,3034257BF400CD8000000326,
9E+12,14141008193,3BE1000BE411C6B100000003,TShirt,Orange,Large,American Apparel,30340521D055726821471E53,3BE1000BE411C6B100000003,
9E+12,555092451,30340008AC09076D07A583DC,Polo,Tan,Medium,Daniel Cremieux,30342E168C30F528DCC5E3C9,30340008AC09076D07A583DC,
9E+12,555092451,30340008AC09076D07A583FC,Polo,Tan,Large,Daniel Cremieux,30340521D0556F68DCD3A38B,30340008AC09076D07A583FC,
9E+12,555092451,30340008AC09076D07A5836C,Polo,Tan,Large,Daniel Cremieux,302021FF0A8E7400000000F0,30340008AC09076D07A5836C,
9E+12,555092451,30340008AC09076D07A5834C,Polo,Tan,XLarge,Daniel Cremieux,30340521D055726821479EA3,30340008AC09076D07A5834C,
9E+12,555092451,30340008AC09076D07A5832C,Polo,Tan,XLarge,Daniel Cremieux,3020529853CC5400000000F0,30340008AC09076D07A5832C,
9E+12,555092451,30340008AC09076D07A5831C,Polo,Tan,XLarge,Daniel Cremieux,3034302DFC33C08000000005,30340008AC09076D07A5831C,
9E+12,555092451,30340008AC09076D07A559FC,Polo,Tan,XLarge,Daniel Cremieux,3034031DFC532DC000000001,30340008AC09076D07A559FC,
9E+12,46500047053,303402D69004986D07A5D13D,Polo,Blue,XLarge,Roundtree & Yorke,3034031DFC532DC000000035,303402D69004986D07A5D13D,
9E+12,6.38242E+11,303426F4845B056D07A5FB3C,Polo,Blue,Medium,Roundtree & Yorke,30340521D0557268214A2EB3,303426F4845B056D07A5FB3C,
9E+12,6.38242E+11,303426F4845B056D07A5D1DC,Polo,Blue,Medium,Roundtree & Yorke,303402AE7C2EE340000000A2,303426F4845B056D07A5D1DC,
9E+12,6.38242E+11,303426F4845B056D07A5FB4C,Polo,Blue,Medium,Roundtree & Yorke,30340521D0556F68DCCD63FA,303426F4845B056D07A5FB4C,
9E+12,6.38242E+11,303426F4845B056D07A5FB5C,Polo,White,Medium,Roundtree & Yorke,3034302DFC33C08000000007,303426F4845B056D07A5FB5C,
9E+12,6.38242E+11,303426F4845B056D07A5FB6C,Polo,White,Large,Roundtree & Yorke,3034031DFC532DC000000012,303426F4845B056D07A5FB6C,
9E+12,6.38242E+11,303426F4845B056D07A5FB8C,Polo,White,Medium,Roundtree & Yorke,302052890B339000000000F0,303426F4845B056D07A5FB8C,
9E+12,6.38242E+11,303426F4845B056D07A5FB9C,Polo,White,Medium,Roundtree & Yorke,3034031DFC532DC000000038,303426F4845B056D07A5FB9C,
9E+12,6.38242E+11,303426F4845B056D07A5FBBC,Polo,White,Large,Roundtree & Yorke,302021FF0A8E7C00000000F0,303426F4845B056D07A5FBBC,
9E+12,6.38242E+11,303426F4845B056D07A5FBCC,Polo,White,Medium,Roundtree & Yorke,3034031DFC532DC000000023,303426F4845B056D07A5FBCC,
9E+12,8.11317E+11,30343184D4000BED07A5D1AC,Sweater,Tan,Large,Turnburry,AD237000000AD237000002F1,30343184D4000BED07A5D1AC,
9E+12,6.82102E+11,303402D69004984000000016,Button Down,Tan,Large,George,3034302DFC3A88C000000003,303402D69004984000000016,
9E+12,6.82102E+11,303402D69004984000000019,Button Down,Tan,Large,George,303412A9105511AD288FFBDA,303402D69004984000000019,
9E+12,6.82102E+11,303402D69004984000000020,Button Down,Tan,Large,George,3034031DFC532DC00000004D,303402D69004984000000020,
9E+12,6.82102E+11,303402D69004984000000018,Button Down,Tan,Large,George,3034031DFC532DC000000024,303402D69004984000000018,
9E+12,8.11317E+11,30343184D4000BED07A5A5CC,W  DressTop,Pink,Large,Assorted,3034031DFC532DC00000004F,30343184D4000BED07A5A5CC,
9E+12,8.11317E+11,30343184D4000BED07A5A5EC,W  DressTop,Brown,Large,Assorted,30340521D0556F68DCD0832B,30343184D4000BED07A5A5EC,
9E+12,8.11317E+11,30343184D4000BED07A5D12C,W  DressTop,Blue Pattern,Large,Assorted,30340521D0556F68DCC1431B,30343184D4000BED07A5D12C,
9E+12,8.11317E+11,30343184D4000BED07A5D14C,W  DressTop,White,Large,Assorted,302043D20FF46C00000000F0,30343184D4000BED07A5D14C,
9E+12,8.11317E+11,30343184D4000BED07A5D17C,W  DressTop,Blue,Large,Assorted,303412A9105511AD289012D3,30343184D4000BED07A5D17C,
9E+12,8.11317E+11,30343184D4000BED07A6152C,W  DressTop,Turquoise,Large,Assorted,30340521D055726821479E63,30343184D4000BED07A6152C,
9E+12,8.11317E+11,30343184D4000BED07A5D1CC,W  DressTop,Purple,Large,Assorted,3034302DFC3A86400000000D,30343184D4000BED07A5D1CC,
9E+12,8.11317E+11,30343184D4265CED07A5593C,W Knittop,yellow ,Small,westbound,303402AE7C32BE4000008559,30343184D4265CED07A5593C,
9E+12,8.11317E+11,30343184D4265CED07A5592C,W Knittop,yellow ,Large,westbound,3034031DFC532DC000000017,30343184D4265CED07A5592C,
9E+12,8.11317E+11,30343184D4265CED07A5591C,W Knittop,Tan,Large,westbound,30340521D055726821471ED3,30343184D4265CED07A5591C,
9E+12,8.11317E+11,30343184D4265CED07A5590C,W Knittop,pink,Large,westbound,3034031DFC532DC000000013,30343184D4265CED07A5590C,
9E+12,8.11317E+11,30343184D4265CED07A52DEC,W Knittop,pink,Large,westbound,AD237000000AD237000002F6,30343184D4265CED07A52DEC,
9E+12,8.11317E+11,30343184D4265CED07A5594C,W Knittop,pink,Large,westbound,AD237000000AD237000002F7,30343184D4265CED07A5594C,
9E+12,3443698,303400000C2B546D07A594B1,M Athletic,Grey,Large,Lululemon,AD891500470BAF851F000077,303400000C2B546D07A594B1,
9E+12,3443698,303400000C2B546D07A594C1,M Athletic,Grey,Large,Lululemon,30340521D0556F68DCC7531B,303400000C2B546D07A594C1,
9E+12,3.1604E+11,3034134A2010BF6D07A5599C,W DressTop,brown/pink,Large,Cato,30340521D0556F68DCCBD39A,3034134A2010BF6D07A5599C,
9E+12,3.1604E+11,3034134A2010BF6D07A5597C,W DressTop,brown/pink,Large,Cato,30342E168C30F7E8213B4EF4,3034134A2010BF6D07A5597C,
9E+12,3.1604E+11,3034134A2010BF6D07A5598C,W DressTop,brown/pink,Large,Cato,30342E168C30F528DCC243C9,3034134A2010BF6D07A5598C,
9E+12,8.11317E+11,30343184D4001EAD07A559AC,W DressTop,yellow ,XL,Emma James,AD237000000AD237000002ED,30343184D4001EAD07A559AC,
9E+12,8.11317E+11,30343184D4001EAD07A559BC,W DressTop,yellow ,XL,Emma James,30342E168C30F528DCC8C3D9,30343184D4001EAD07A559BC,
9E+12,8.11317E+11,30343184D05EC86D07A52DDC,Dress,Black, 5/6,B.Darlin,303412A9105511AD28900ADF,30343184D05EC86D07A52DDC,
9E+12,8.11317E+11,30343184D05EC86D07A52DCC,Dress,Black,10P,I.N. Studio,3034031EAC03984000000001,30343184D05EC86D07A52DCC,
9E+12,8.11317E+11,30343184D05EC86D07A52DBC,Dress,Black,10,Ralph Lauren,30340521D0557268214A2EF3,30343184D05EC86D07A52DBC,
9E+12,8.11317E+11,30343184D05EC86D07A52DAC,Dress,Silver,8,JS Collection,3034124F8000006D07A4BD8F,30343184D05EC86D07A52DAC,
9E+12,8.11317E+11,30343184D05EC86D07A52D9C,Dress,Black Sparkle,Large,I.N.  San Fran,30342E168C30F528DCD7E3AA,30343184D05EC86D07A52D9C,
9E+12,8.11317E+11,30343184D05EC86D07A52D8C,Dress,Black,Large,Eileen Fisher,3034031DFC532DC000000039,30343184D05EC86D07A52D8C,
9E+12,8.11317E+11,30343184D05EC86D07A52D7C,Dress,Black ,10,Donna Morgan,30340521D0557268214A2E23,30343184D05EC86D07A52D7C,
9E+12,8.11317E+11,30343184D05EC86D07A52D5C,Dress,Black/Silver,Medium,I.N. San Fran,30340521D0556F68DCCD630A,30343184D05EC86D07A52D5C,
9E+12,8.11317E+11,30343184D05EC86D07A52D6C,Dress,Black/Diamond,Large,B.Darlin,AD237000000AD23700000305,30343184D05EC86D07A52D6C,
9E+12,8.11317E+11,30343184D05EC86D07A52D4C,Dress,Black,20W,ONYX nite,3034031DFC532DC00000003B,30343184D05EC86D07A52D4C,
9E+12,8.11317E+11,30343184D05EC86D07A52D3C,Dress,Black/Red Lace,Medium,B.Darlin,30140255C431FF40000004A3,30343184D05EC86D07A52D3C,
9E+12,8.11317E+11,30343184D05EC86D07A52D2C,Dress,Red,Large,I.N. San Fran,30340521D0557268214A9E43,30343184D05EC86D07A52D2C,
9E+12,8.11317E+11,30343184D05EC86D07A52D1C,Dress,Silver Lace,Medium,Speechless,30342E168C30F528DCD923AA,30343184D05EC86D07A52D1C,
9E+12,8.11317E+11,30343184D05EC86D07A513FC,Dress,Black Apples,Medium,Apple Bottoms,3034031DFC532DC00000000B,30343184D05EC86D07A513FC,
9E+12,8.11317E+11,30343184D05EC86D07A513EC,Dress,Black/Taupe,13,I.N. San Fran,3034031DFC532DC000000045,30343184D05EC86D07A513EC,
9E+12,8.11317E+11,30343184D05EC86D07A52D0C,Dress,Red,10,Jones New York,30342E168C30F528DCD6A3E9,30343184D05EC86D07A52D0C,
9E+12,8.11317E+11,30343184D05EC86D07A513DC,Dress,Gold/Black Lace,Medium,B.Darlin,30340521D055726821441E73,30343184D05EC86D07A513DC,
9E+12,8.11317E+11,30343184D05EC86D07A513CC,Dress,Gold Sparkle,P,Betsey Johnson,3034031DFC532DC00000000C,30343184D05EC86D07A513CC,
9E+12,8.11317E+11,30343184D05EC86D07A513BC,Dress,Cress, 3/4,B.Darlin,302021FF0A8EB800000000F0,30343184D05EC86D07A513BC,
9E+12,8.11317E+11,30343184D05EC86D07A513AC,Dress,Cress,Medium,Jody Kristopher,3034031DFC532DC000000047,30343184D05EC86D07A513AC,
9E+12,35000741196,30340222E04861C000000032,Overshirt,Green,Medium,Copper Key,30342E168C30F528DCDA5349,#N/A,
9E+12,35000741196,30340222E04861C000000031,Overshirt,Green,Medium,Copper Key,303412A9105511AD288FFBD6,30340222E04861C000000031,
9E+12,35000741196,30340222E04861C000000030,Overshirt,Green,Medium,Copper Key,3034031DFC532DC000000022,30340222E04861C000000030,
9E+12,35000741196,30340222E04861C000000029,Overshirt,Green,Medium,Copper Key,3034302DFC33C08000000004,30340222E04861C000000029,
9E+12,35000741196,30340222E04861C000000028,Overshirt,Green,Medium,Copper Key,3020525D81F0BC00000000F0,30340222E04861C000000028,
9E+12,46500047053,303402D69004984000000031,Collared,Blue/Stripe,XL,Aigle,3034302DFC33C08000000001,303402D69004984000000031,
9E+12,46500047053,303402D69004984000000030,Collared,Blue/Stripe,XL,Aigle,303402AE7C2EE340000000B6,303402D69004984000000030,
9E+12,46500047053,303402D69004984000000029,Collared,Blue/Stripe,XL,Aigle,30340521D0557268214A9E33,303402D69004984000000029,
9E+12,46500047053,303402D69004984000000028,Collared,Blue/Stripe,XL,Aigle,30342E168C30F7E8213B9E03,303402D69004984000000028,
9E+12,46500047053,303402D69004984000000066,Collared,Black/Stripe,Medium,Daniel Cremieux,3034031DFC532DC00000003F,303402D69004984000000066,
9E+12,46500047053,303402D69004984000000069,Collared,Black/Stripe,Medium,Daniel Cremieux,3034031DFC532DC000000034,303402D69004984000000069,
9E+12,46500047053,303402D69004984000000067,Collared,Black/Stripe,Medium,Daniel Cremieux,302021FF0A8ED000000000F0,303402D69004984000000067,
9E+12,46500047053,303402D69004984000000068,Collared,Black/Stripe,Medium,Daniel Cremieux,303402AE7C2EE640000011BA,303402D69004984000000068,
9E+12,46500047053,303402D69004984000000070,Collared,Black/Stripe,Medium,Daniel Cremieux,3034031DFC532DC000000030,303402D69004984000000070,
9E+12,46500047053,303402D69004984000000071,Collared,Black/Stripe,Medium,Daniel Cremieux,3034031DFC532DC000000019,303402D69004984000000071,
9E+12,7.60609E+11,302046D655CD200000000013,Collared,White/Stripe,Medium,Wrangler,3034031DFC532DC00000000E,302046D655CD200000000013,
9E+12,7.60609E+11,302046D655CD200000000012,Collared,White/Stripe,Medium,,3034031DFC532DC000000014,302046D655CD200000000012,
9E+12,6.14141E+11,3034257BF400CB4000000134,Tshirt,Green,XL,American Apparel,3034031DFC532DC00000004B,3034257BF400CB4000000134,
9E+12,6.14141E+11,3034257BF400CB40000000F6,Tshirt,Green,XL,American Apparel,A10368060000000000001195,3034257BF400CB40000000F6,
9E+12,6.14141E+11,3034257BF400CB40000000F5,Tshirt,Green,XL,American Apparel,3034031DFC532DC000000043,3034257BF400CB40000000F5,
9E+12,6.14141E+11,3034257BF400CB40000000F9,Tshirt,Green,XL,American Apparel,3034031DFC532DC00000001D,3034257BF400CB40000000F9,
9E+12,6.14141E+11,3034257BF400CB2D07A5FBEC,Tshirt,Green,XL,American Apparel,303412A9105511AD289003F4,3034257BF400CB2D07A5FBEC,
9E+12,6.14141E+11,3034257BF400CB000000009D,Tshirt,Green,XL,American Apparel,3034031DFC532DC000000010,3034257BF400CB000000009D,
9E+12,6.14141E+11,3034257BF400CB00000000A0,Tshirt,Green,XL,American Apparel,AAAAAAAAAAAAAAAAAAAA0014,3034257BF400CB00000000A0,
9E+12,6.14141E+11,3034257BF400CB000000009F,Tshirt,Green,XL,American Apparel,AD237000000AD237000002D9,3034257BF400CB000000009F,
9E+12,6.14141E+11,3034257BF400CB00000000A1,Tshirt,Green,XL,American Apparel,30340521D042A80000000001,3034257BF400CB00000000A1,
9E+12,6.14141E+11,3034257BF400CB2D07A5FBFC,Tshirt,Green,XL,American Apparel,30340521D0556F68DCC4A30A,3034257BF400CB2D07A5FBFC,
9E+12,6.14141E+11,3034257BF400CB40000000FA,Tshirt,Green,XL,American Apparel,3034302DFC33C08000000002,3034257BF400CB40000000FA,
9E+12,6.14141E+11,3034257BF400CB40000000F4,Tshirt,Green,XL,American Apparel,303402AE7C2EE340000000AC,3034257BF400CB40000000F4,
9E+12,6.14141E+11,3034257BF400CB4000000135,Tshirt,Green,XL,American Apparel,3034276DDC3623AD07A6156C,3034257BF400CB4000000135,
9E+12,6.14141E+11,3034257BF400CB40000000F7,Tshirt,Green,XL,American Apparel,302021FF0A8ED800000000F0,3034257BF400CB40000000F7,
9E+12,6.14141E+11,3034257BF400CB40000000F3,Tshirt,Green,XL,American Apparel,30340521D0556F68DCCD631B,3034257BF400CB40000000F3,
9E+12,6.14141E+11,3034257BF400CB40000000F8,Tshirt,Green,XL,American Apparel,30340191900020AD07A4A38F,3034257BF400CB40000000F8,
9E+12,6.14141E+11,3034257BF400CB800000014C,Tshirt,Green,XL,American Apparel,3034276DDC3623AD07A6158D,3034257BF400CB800000014C,
9E+12,6.14141E+11,3034257BF400CB800000014F,Tshirt,Green,XL,American Apparel,30342E168C30F7E821410E03,3034257BF400CB800000014F,
9E+12,6.14141E+11,3034257BF400CB800000014E,Tshirt,Green,XL,American Apparel,AD237000000AD237000002EE,3034257BF400CB800000014E,
9E+12,6.14141E+11,3034257BF400CB800000014D,Tshirt,Green,XL,American Apparel,30342E168C30F528DCDC93E9,3034257BF400CB800000014D,
9E+12,6.14141E+11,3034257BF400CB800000014B,Tshirt,Green,XL,American Apparel,AD237000000AD237000002F9,3034257BF400CB800000014B,
9E+12,6.14141E+11,3034257BF400CC00000001B2,Tshirt,Orange,Medium,American Apparel,30340521D055726821471EF3,3034257BF400CC00000001B2,
9E+12,6.14141E+11,3034257BF400CC00000001B4,Tshirt,Orange,Medium,American Apparel,302021FF0A8EE800000000F0,3034257BF400CC00000001B4,
9E+12,6.14141E+11,3034257BF400CC00000001B5,Tshirt,Orange,Medium,American Apparel,30342E168C30F528DCD523BA,3034257BF400CC00000001B5,
9E+12,6.14141E+11,3034257BF400CC2D07A6151C,Tshirt,Orange,Medium,American Apparel,5.05E+23,3034257BF400CC2D07A6151C,
9E+12,6.14141E+11,3034257BF400CC00000001AC,Tshirt,Orange,Medium,American Apparel,AD237000000AD237000002FD,3034257BF400CC00000001AC,
9E+12,6.14141E+11,3034257BF400CC4000000222,Tshirt,Orange,Medium,American Apparel,302021FF0A8E7800000000F0,3034257BF400CC4000000222,
9E+12,6.14141E+11,3034257BF400CC400000021A,Tshirt,Orange,Medium,American Apparel,302021FF0A8EBC00000000F0,3034257BF400CC400000021A,
9E+12,6.14141E+11,3034257BF400CC400000021F,Tshirt,Orange,Medium,American Apparel,3034031DFC532DC000000026,3034257BF400CC400000021F,
9E+12,6.14141E+11,3034257BF400CC4000000218,Tshirt,Orange,Medium,American Apparel,30340191900020AD07A4E810,3034257BF400CC4000000218,
9E+12,6.14141E+11,3034257BF400CC400000021E,Tshirt,Orange,Medium,American Apparel,30340521D0556F68DCCEF38B,3034257BF400CC400000021E,
9E+12,6.14141E+11,3034257BF400CC00000001B1,Tshirt,Orange,Medium,American Apparel,303412A9105511AD28900BEE,3034257BF400CC00000001B1,
9E+12,6.06449E+11,30342503C40382000000001B,Long Sleeve,Blue,XL,Dorthee Bis,30340521D0557268214A9E13,30342503C40382000000001B,
9E+12,6.06449E+11,30342503C40382000000000B,Long Sleeve,Blue,XL,Dorthee Bis,3034049928070AF14112275B,30342503C40382000000000B,
9E+12,6.06449E+11,30342503C40382000000000D,Long Sleeve,Blue,XL,Dorthee Bis,30342E168C30F7E8213E0EF3,30342503C40382000000000D,
9E+12,1.01024E+11,3034062A7C3A8EED07A6154C,Dress,Black,,,30342E168C30F528DCD083C9,3034062A7C3A8EED07A6154C,
9E+12,1.01024E+11,3034062A7C3A8EED07A6153C,Dress,Purple,,,3034276DDC3623AD07A5FB0D,3034062A7C3A8EED07A6153C,
9E+12,25500003658,3034018E70005B6D07A5D1DD,W Tank,Brown,,,3034031DFC532DC000000021,#N/A,
9E+12,8.11317E+11,30343184D4265CED07A5D18D,W Knittop,Tan,,,30340521D0556F68DCC5E32B,#N/A,
9E+12,7.55108E+11,30342E168C30F528DCCEF339,Jeans,Khaki,32 x 30,Lee,AD237000000AD237000002F0,#N/A,
9E+12,7.55108E+11,30342E168C30F528DCC753C9,Jeans,Khaki,32 x 30,Lee,3034276DDC3623AD07A5FBBD,#N/A,
9E+12,7.55108E+11,30342E168C30F528DCDB83AA,Jeans,Khaki,32 x 30,Lee,303412A9105511AD28901AF1,30342E168C30F528DCDB83AA,
9E+12,7.55108E+11,30342E168C30F528DCDB831A,Jeans,Khaki,32 x 30,Lee,30342E168C30F528DCDB83AA,30342E168C30F528DCDB831A,
9E+12,7.55108E+11,30342E168C30F528DCDC9359,Jeans,Khaki,32 x 30,Lee,3034276DDC3623AD07A5FB8D,30342E168C30F528DCDC9359,
9E+12,7.55108E+11,30342E168C30F528DCC4A329,Jeans,Khaki,32 x 30,Lee,3034302DFC33C08000000008,30342E168C30F528DCC4A329,
9E+12,7.55108E+11,30342E168C30F528DCDA5349,Jeans,Khaki,32 x 30,Lee,302043D20FD92C00000000F0,30342E168C30F528DCDA5349,
9E+12,7.55108E+11,30342E168C30F528DCD7E349,Jeans,Khaki,32 x 30,Lee,30342E168C30F528DCD7E3BA,#N/A,
9E+12,7.55108E+11,30342E168C30F528DCDB83E9,Jeans,Khaki,32 x 30,Lee,AD237000000AD237000002EC,30342E168C30F528DCDB83E9,
9E+12,7.55108E+11,30342E168C30F528DCDB83BA,Jeans,Khaki,32 x 30,Lee,3034031DFC532DC000000048,30342E168C30F528DCDB83BA,
9E+12,7.55108E+11,30342E168C30F528DCD9230A,Jeans,Khaki,32 x 30,Lee,3034049928502A4000006511,30342E168C30F528DCD9230A,
9E+12,7.55108E+11,30342E168C30F528DCC36339,Jeans,Khaki,32 x 30,Lee,3020041E16F8FC00000000F0,30342E168C30F528DCC36339,
9E+12,7.55108E+11,30342E168C30F528DCDB8359,Jeans,Khaki,32 x 30,Lee,30342E168C30F528DCCD6329,30342E168C30F528DCDB8359,
9E+12,7.55108E+11,30342E168C30F528DCDC93AA,Jeans,Khaki,32 x 30,Lee,3034276DDC3623AD07A6154D,30342E168C30F528DCDC93AA,
